字,閩南語聲母,閩南語韻母,閩南語調,文白音
墜,t,ui,7,
墮,t,ui,7,
隊,t,ui,7,
位,,ui,7,
為,,ui,7,
緯,,ui,7,
胃,,ui,7,
謂,,ui,7,
曷,,ah,8,替
盒,,ah,8,白
協,h,ah,8,
合,h,ah,8,白
箬,h,ah,8,
卡,kh,ah,8,替
闔,kh,ah,8,替
曆,l,ah,8,白
獵,l,ah,8,白
臘,l,ah,8,白
蠟,l,ah,8,白
鱲,l,ah,8,替
煠,s,ah,8,
踏,t,ah,8,白
疊,th,ah,8,白
鍘,ts,ah,8,
閘,ts,ah,8,
狎,,ap,8,
盒,,ap,8,文
合,h,ap,8,文
闔,h,ap,8,
磕,kh,ap,8,
納,l,ap,8,
蠟,l,ap,8,文
衲,l,ap,8,
沓,t,ap,8,
踏,t,ap,8,文
十,ts,ap,8,白
咂,ts,ap,8,替
雜,ts,ap,8,
㴙,tsh,ap,8,替
眨,tsh,ap,8,替
密,b,at,8,白
乏,h,at,8,白
核,h,at,8,白
力,l,at,8,白
栗,l,at,8,白
別,p,at,8,白
菝,p,at,8,替
值,t,at,8,白
笛,t,at,8,白
達,t,at,8,
實,ts,at,8,白
賊,ts,at,8,白
賊,tsh,at,8,白
墨,b,ak,8,白
木,b,ak,8,白
目,b,ak,8,白
茉,b,ak,8,
岳,g,ak,8,
嶽,g,ak,8,
樂,g,ak,8,
獄,g,ak,8,白
學,h,ak,8,文
礐,h,ak,8,替
捔,k,ak,8,替
咯,kh,ak,8,替
六,l,ak,8,白
慄,l,ak,8,替
搦,l,ak,8,替
磟,l,ak,8,
陸,l,ak,8,白
縛,p,ak,8,
贌,p,ak,8,
曝,ph,ak,8,白
濁,t,ak,8,白
獨,t,ak,8,白
碡,t,ak,8,
逐,t,ak,8,白
讀,th,ak,8,白
嗾,ts,ak,8,替
鑿,tsh,ak,8,白
落,l,auh,8,替
雹,ph,auh,8,
沓,t,auh,8,替
嘈,tsh,auh,8,替
澩,h,aunnh,8,替
摳,kh,aunnh,8,替
麥,b,eh,8,
狹,,eh,8,白
月,g,eh,8,白
扴,k,eh,8,替
挈,kh,eh,8,
剺,l,eh,8,替
笠,l,eh,8,白
脈,m,eh,8,白
挾,ng,eh,8,
帛,p,eh,8,白
白,p,eh,8,白
沫,ph,eh,8,替
踅,s,eh,8,
宅,th,eh,8,白
提,th,eh,8,替
絕,ts,eh,8,白
喀,kh,ennh,8,替
篾,b,ih,8,白
裂,l,ih,8,白
物,m,ih,8,白
咇,ph,ih,8,替
窸,s,ih,8,替
蝕,s,ih,8,白
喋,th,ih,8,替
挃,t,ih,8,替
碟,t,ih,8,白
揤,tsh,ih,8,替
蠘,tsh,ih,8,替
折,ts,ih,8,白
舌,ts,ih,8,白
入,j,ip,8,
扱,kh,ip,8,替
及,k,ip,8,
入,l,ip,8,
立,l,ip,8,
笠,l,ip,8,文
十,s,ip,8,文
拾,s,ip,8,
習,s,ip,8,
襲,s,ip,8,
緝,ts,ip,8,白
輯,ts,ip,8,文
集,ts,ip,8,
𠯗,ts,ip,8,替
密,b,it,8,文
沕,b,it,8,替
蜜,b,it,8,
逸,,it,8,
日,j,it,8,
杙,kh,it,8,替
煡,kh,it,8,替
日,l,it,8,
暱,l,it,8,
實,s,it,8,文
植,s,it,8,
殖,s,it,8,
翼,s,it,8,白
食,s,it,8,文
值,t,it,8,文
姪,t,it,8,白
植,t,it,8,俗
直,t,it,8,
蟄,t,it,8,
一,ts,it,8,替
疾,ts,it,8,
墨,b,ik,8,文
脈,b,ik,8,文
覓,b,ik,8,
陌,b,ik,8,
默,b,ik,8,
獄,g,ik,8,文
玉,g,ik,8,白
虐,g,ik,8,白
逆,g,ik,8,
額,g,ik,8,文
域,h,ik,8,白
惑,h,ik,8,
或,h,ik,8,
核,h,ik,8,文
穫,h,ik,8,
肉,h,ik,8,白
亦,,ik,8,
劃,,ik,8,文
域,,ik,8,文
役,,ik,8,文
扼,,ik,8,
易,,ik,8,文
浴,,ik,8,白
液,,ik,8,
疫,,ik,8,文
翼,,ik,8,文
腋,,ik,8,
譯,,ik,8,
逸,,ik,8,
驛,,ik,8,文
劇,k,ik,8,
極,k,ik,8,
力,l,ik,8,文
勒,l,ik,8,
匿,l,ik,8,
壢,l,ik,8,
暱,l,ik,8,
曆,l,ik,8,文
栗,l,ik,8,文
歷,l,ik,8,
溺,l,ik,8,
碌,l,ik,8,白
綠,l,ik,8,白
肋,l,ik,8,
錄,l,ik,8,白
靂,l,ik,8,
帛,p,ik,8,文
白,p,ik,8,文
闢,p,ik,8,
夕,s,ik,8,文
席,s,ik,8,
殖,s,ik,8,
熟,s,ik,8,白
石,s,ik,8,文
碩,s,ik,8,
蝕,s,ik,8,文
宅,th,ik,8,文
擇,t,ik,8,
敵,t,ik,8,
澤,t,ik,8,
特,t,ik,8,
狄,t,ik,8,
的,t,ik,8,
笛,t,ik,8,文
糴,t,ik,8,文
翟,t,ik,8,
軸,t,ik,8,
迪,t,ik,8,
摵,tsh,ik,8,替
踔,tsh,ik,8,
寂,ts,ik,8,
疾,ts,ik,8,
籍,ts,ik,8,
賊,ts,ik,8,文
攑,g,iah,8,替
額,g,iah,8,白
額,h,iah,8,白
役,,iah,8,白
抑,,iah,8,
易,,iah,8,白
疫,,iah,8,白
蛾,,iah,8,替
蝶,,iah,8,白
頁,,iah,8,
驛,,iah,8,白
屐,k,iah,8,
掠,l,iah,8,白
甓,ph,iah,8,
癖,ph,iah,8,
夕,s,iah,8,白
杓,s,iah,8,
石,s,iah,8,白
糴,t,iah,8,白
炸,ts,iah,8,替
食,ts,iah,8,白
挾,g,iap,8,
業,g,iap,8,
協,h,iap,8,
拹,h,iap,8,替
狹,h,iap,8,文
脅,h,iap,8,
葉,,iap,8,
廿,j,iap,8,
廿,l,iap,8,
捏,l,iap,8,
獵,l,iap,8,文
粒,l,iap,8,
聶,l,iap,8,
臘,l,iap,8,文
洩,s,iap,8,
涉,s,iap,8,
疊,th,iap,8,文
揲,t,iap,8,替
牒,t,iap,8,
碟,t,iap,8,文
蝶,t,iap,8,文
諜,t,iap,8,
捷,ts,iap,8,文
滅,b,iat,8,
篾,b,iat,8,文
蔑,b,iat,8,
孽,g,iat,8,
穴,h,iat,8,
悅,,iat,8,
擛,,iat,8,替
閱,,iat,8,白
熱,j,iat,8,文
坷,kh,iat,8,
傑,k,iat,8,
杰,k,iat,8,
桀,k,iat,8,
列,l,iat,8,
烈,l,iat,8,
熱,l,iat,8,文
裂,l,iat,8,文
別,p,iat,8,文
舌,s,iat,8,文
帙,t,iat,8,
秩,t,iat,8,
跌,t,iat,8,
轍,t,iat,8,
迭,t,iat,8,
截,ts,iat,8,
捷,ts,iat,8,白
確,kh,iak,8,替
擗,ph,iak,8,替
擉,t,iak,8,替
嚓,tsh,iak,8,替
蟯,ng,iauh,8,替
虐,g,ioh,8,白
謔,g,ioh,8,
葉,h,ioh,8,替
鴞,h,ioh,8,替
藥,,ioh,8,白
鑰,,ioh,8,白
略,l,ioh,8,
液,s,ioh,8,替
著,t,ioh,8,白
蓆,tsh,ioh,8,
石,ts,ioh,8,白
玉,g,iok,8,文
虐,g,iok,8,文
慾,,iok,8,
昱,,iok,8,
欲,,iok,8,
浴,,iok,8,文
籲,,iok,8,
育,,iok,8,
藥,,iok,8,文
躍,,iok,8,
鑰,,iok,8,文
弱,j,iok,8,
搙,j,iok,8,替
肉,j,iok,8,文
若,j,iok,8,文
褥,j,iok,8,
辱,j,iok,8,
侷,k,iok,8,
劇,k,iok,8,俗
局,k,iok,8,
六,l,iok,8,文
弱,l,iok,8,
戮,l,iok,8,
掠,l,iok,8,文
搙,l,iok,8,替
略,l,iok,8,
綠,l,iok,8,文
肉,l,iok,8,文
若,l,iok,8,文
褥,l,iok,8,
辱,l,iok,8,
錄,l,iok,8,文
陸,l,iok,8,文
俗,s,iok,8,
塾,s,iok,8,
屬,s,iok,8,
熟,s,iok,8,文
續,s,iok,8,
蜀,s,iok,8,
贖,s,iok,8,
築,t,iok,8,
著,t,iok,8,文
逐,t,iok,8,文
浞,tsh,iok,8,替
噷,h,mh,8,替
物,m,ngh,8,白
莫,b,oh,8,
鶴,h,oh,8,白
絡,l,oh,8,替
落,l,oh,8,白
駱,l,oh,8,
學,,oh,8,白
箔,p,oh,8,
薄,p,oh,8,白
倒,th,oh,8,替
擇,t,oh,8,
著,t,oh,8,
昨,ts,oh,8,
寞,b,ok,8,
木,b,ok,8,文
沐,b,ok,8,
漠,b,ok,8,
牧,b,ok,8,
目,b,ok,8,文
睦,b,ok,8,
穆,b,ok,8,
莫,b,ok,8,
嘓,g,ok,8,替
愕,g,ok,8,
伏,h,ok,8,
復,h,ok,8,
服,h,ok,8,
茯,h,ok,8,
袱,h,ok,8,
複,h,ok,8,
鶴,h,ok,8,文
柝,kh,ok,8,
硞,kh,ok,8,
鱷,kh,ok,8,
咯,k,ok,8,
嘓,k,ok,8,替
焗,k,ok,8,替
咯,l,ok,8,
樂,l,ok,8,
洛,l,ok,8,
漉,l,ok,8,替
烙,l,ok,8,
碌,l,ok,8,文
祿,l,ok,8,
絡,l,ok,8,
落,l,ok,8,文
諾,l,ok,8,
轆,l,ok,8,
錄,l,ok,8,俗
陸,l,ok,8,文
露,l,ok,8,俗
駱,l,ok,8,
鹿,l,ok,8,
噗,ph,ok,8,
曝,ph,ok,8,文
泡,ph,ok,8,替
簿,ph,ok,8,俗
僕,p,ok,8,
暴,p,ok,8,白
泊,p,ok,8,
爆,p,ok,8,
薄,p,ok,8,文
讀,th,ok,8,文
度,t,ok,8,
毒,t,ok,8,文
濁,t,ok,8,文
牘,t,ok,8,
犢,t,ok,8,
獨,t,ok,8,文
鑿,tsh,ok,8,文
族,ts,ok,8,
鏃,ts,ok,8,
瘼,m,ooh,8,替
膜,m,ooh,8,
浡,ph,uh,8,替
揬,t,uh,8,
勿,b,ut,8,
沒,b,ut,8,
物,b,ut,8,文
𢪱,b,ut,8,替
佛,h,ut,8,文
核,h,ut,8,白
𣮈,kh,ut,8,替
掘,k,ut,8,
滑,k,ut,8,
猾,k,ut,8,
律,l,ut,8,
率,l,ut,8,白
𧿳,ph,ut,8,替
佛,p,ut,8,白
勃,p,ut,8,
窣,s,ut,8,
術,s,ut,8,替
述,s,ut,8,
脫,th,ut,8,替
秫,ts,ut,8,
突,t,ut,8,
聿,,ut,8,替
遹,,ut,8,替
末,b,uah,8,白
茉,b,uah,8,
伐,h,uah,8,白
熱,j,uah,8,白
埒,l,uah,8,
捋,l,uah,8,
熱,l,uah,8,白
辣,l,uah,8,
袚,ph,uah,8,替
拔,p,uah,8,白
跋,p,uah,8,替
鈸,p,uah,8,白
斜,tsh,uah,8,替
差,ts,uah,8,替
縒,ts,uah,8,替
蚻,ts,uah,8,替
掇,t,uah,8,
活,,uah,8,白
末,b,uat,8,文
襪,b,uat,8,文
月,g,uat,8,文
乏,h,uat,8,文
伐,h,uat,8,文
活,h,uat,8,文
發,h,uat,8,替
罰,h,uat,8,
劣,l,uat,8,
拔,p,uat,8,文
菝,p,uat,8,替
跋,p,uat,8,
鈸,p,uat,8,文
絕,ts,uat,8,文
奪,t,uat,8,
悅,,uat,8,
曰,,uat,8,
越,,uat,8,
閱,,uat,8,文
襪,b,ueh,8,白
月,g,ueh,8,白
橛,k,ueh,8,
沫,ph,ueh,8,替
拔,p,ueh,8,白
劃,,ueh,8,白
狹,,uih,8,白
劃,,uih,8,白
